Timestamp,Satellite_ID,Constellation,Broadcast_X,Broadcast_Y,Broadcast_Z,Broadcast_Clock,Modelled_X,Modelled_Y,Modelled_Z,Modelled_Clock,Error_X,Error_Y,Error_Z,3D_Orbit_Error,Error_Clock
2026-08-01 02:30:00,G01,G,-5016653.411514183,22459595.02955148,-13687886.344451971,7.702740194337508e-06,-5016653.80024963,22459596.130753104,-13687887.59318949,7.70029578809392e-06,0.3887354472170666,-1.1012016265007607,1.2487375178576607,1.7097092321901657,2.444406243588438e-09
2026-08-01 02:45:00,G01,G,-5578202.029955013,20916234.242854957,-15790298.273457505,7.711151622724715e-06,-5578202.264794169,20916235.23309422,-15790299.452480212,7.708669249529511e-06,0.2348391566112049,-0.9902392669730008,1.1790227078203757,1.5575037017256743,2.4823731952046112e-09
2026-08-01 03:00:00,G01,G,-6284631.702072879,19195263.76521128,-17628055.986138083,7.719316674739386e-06,-6284631.807654856,19195264.654058635,-17628056.954226185,7.717042710965103e-06,0.1055819767351078,-0.8888473544085689,0.968088101187629,1.3184808473813618,2.273963774283742e-09
2026-08-01 03:15:00,G01,G,-7147905.999610049,17338504.25086362,-19170859.014786854,7.7276882557446e-06,-7147906.021396011,17338504.898082573,-19170859.704474907,7.725416172400694e-06,0.021785961943652,-0.6472189535725874,0.6896880486496529,0.9460637433342276,2.2720833439049396e-09
2026-08-01 03:30:00,G01,G,-8172361.428022708,15390291.952037364,-20393276.409861933,7.735975325380255e-06,-8172361.249551474,15390292.465834804,-20393276.776910357,7.733789633836286e-06,-0.1784712332765528,-0.5137974388579164,0.3670484216428056,0.6561740113069725,2.185691543968927e-09
2026-08-01 03:45:00,G01,G,-9354407.760719974,13395940.947716402,-21275107.782514382,7.744219193794879e-06,-9354407.361518892,13395941.289938388,-21275107.780442607,7.742163095271878e-06,-0.3992010802099544,-0.3422219855358089,-0.002071778084599,0.525815254713381,2.056098523001423e-09
2026-08-01 04:00:00,G01,G,-10682522.819198122,11400184.148748944,-21801673.57261406,7.753093619674255e-06,-10682522.246608714,11400184.271038292,-21801673.282408185,7.75053655670747e-06,-0.5725894083238763,-0.1222893458662734,-0.2902058731848564,0.6534774391423722,2.5570629667861432e-09
2026-08-01 04:15:00,G01,G,-12137540.421871567,9445647.56035685,-21964034.064220816,7.761465009336186e-06,-12137539.70563788,9445647.530566124,-21964033.498983245,7.758910018143061e-06,-0.7162336900562776,0.0297907258137243,-0.565237569620456,0.912891941155458,2.554991193124354e-09
2026-08-01 04:30:00,G01,G,-13693222.23028324,7571408.890309797,-21759134.683947477,7.770056695531081e-06,-13693221.382621976,7571408.681375876,-21759133.80895161,7.767283479578653e-06,-0.8476612631207247,0.2089339210473685,-0.8749958639197333,1.2360423788189023,2.773215952427609e-09
2026-08-01 04:45:00,G01,G,-15317095.636151994,5811688.189266339,-21189876.148323342,7.777901078596856e-06,-15317094.581552504,5811687.8747713445,-21189875.158690467,7.775656941014247e-06,-1.054599487964484,0.3144949940934965,-0.9896328739217202,1.4800204074509864,2.244137582610352e-09
2026-08-01 05:00:00,G01,G,-16971530.45132189,4194717.127877872,-20265107.977814365,7.786416528189769e-06,-16971529.358095467,4194716.6314971,-20265106.93161468,7.784030402449838e-06,-1.0932264228789494,0.4963807720501999,-1.0461996821083908,1.592504837476343,2.3861257399296768e-09
2026-08-01 05:15:00,G01,G,-18615021.41632273,2741825.11722338,-18999540.56595517,7.795244106102845e-06,-18615020.2918106,2741824.4996603336,-18999539.48375586,7.79240386388543e-06,-1.124512132121485,0.6175630460785734,-1.0821993075109395,1.6784120448648514,2.840242217415768e-09
2026-08-01 05:30:00,G01,G,-20203632.151320785,1466778.1153392862,-17413574.34801021,7.803166824311502e-06,-20203631.000040676,1466777.3903395385,-17413573.420877196,7.800777325321022e-06,-1.151280114001728,0.7249997478152679,-0.9271330124585344,1.646404008139701,2.389498990479971e-09
2026-08-01 05:45:00,G01,G,-21692554.216097526,375394.7933464291,-15533043.558924252,7.81094141862113e-06,-21692552.96766292,375394.0213680398,-15533042.916843267,7.809150786756614e-06,-1.2484346118071532,0.7719783893661107,-0.6420809850851273,1.6021259641533367,1.7906318645160344e-09
2026-08-01 06:00:00,G01,G,-23037726.0870102,-534540.740102841,-13388871.343739528,7.819263084896068e-06,-23037724.902883183,-534541.710229747,-13388871.027446384,7.817524248192205e-06,-1.184127014326133,0.970126905900464,-0.3162931451430645,1.5631200700117127,1.7388367038621842e-09
2026-08-01 06:15:00,G01,G,-24197456.116174016,-1273063.3380652333,-11016636.131870417,7.826788638610216e-06,-24197454.88998551,-1273064.3045124467,-11016636.085135348,7.825897709627797e-06,-1.2261885086275095,0.9664472134025526,-0.0467350669582218,1.5619675545501273,8.90928982418243e-10
2026-08-01 06:30:00,G01,G,-25133986.56706189,-1857507.7102580764,-8456049.49154942,7.834315616586251e-06,-25133985.41224531,-1857508.660396539,-8456049.876602983,7.834271171063389e-06,-1.1548165806092268,0.950138462341934,0.3850535643881144,1.5442249447277665,4.4445522862475135e-11
2026-08-01 06:45:00,G01,G,-25814942.231805865,-2311703.251864048,-5750349.746149831,7.842414147456979e-06,-25814941.16441088,-2311704.1969786286,-5750350.374869345,7.84264463249898e-06,-1.0673949852544256,0.9451145809855838,0.628719513319119,1.5581597646474128,-2.30485042001317e-10
2026-08-01 07:00:00,G01,G,-26214602.59735203,-2664905.279268204,-2945613.423784114,7.850943007749258e-06,-26214601.717306152,-2664906.239427438,-2945614.248049041,7.851018093934574e-06,-0.8800458808563025,0.9601592343179912,0.8242649268884704,1.5413627663067226,-7.50861853158844e-11
2026-08-01 07:15:00,G01,G,-26314946.36663065,-2950500.0119236857,-89995.98914473293,7.859693722221754e-06,-26314945.704639114,-2950501.023871643,-89997.08937151672,7.859391555370166e-06,-0.6619915389379275,1.0119479575520731,1.1002267837853312,1.6348609855819032,3.0216685158818965e-10
2026-08-01 07:30:00,G01,G,-26106420.82122249,-3204530.178446689,2767089.113552376,7.868087783717227e-06,-26106420.32227827,-3204531.098684592,2767087.8321945188,7.867765016805757e-06,-0.4989442258142014,0.920237902528726,1.2813578574755655,1.6545878932949358,3.2276691146954385e-10
2026-08-01 07:45:00,G01,G,-25588399.852832235,-3464096.1311966167,5575840.04130914,7.876257427258547e-06,-25588399.4657094,-3464096.954606133,5575838.675087417,7.87613847824135e-06,-0.3871228343977945,0.8234095170613691,1.366221723178913,1.6414716319770433,1.1894901719676686e-10
2026-08-01 08:00:00,G01,G,-24769305.78883667,-3765696.975205194,8286967.186938333,7.885100006268256e-06,-24769305.523515087,-3765697.8268166655,8286965.73028331,7.884511939676941e-06,-0.2653215837843272,0.8516114708754937,1.4566550237915648,1.708063669330201,5.880665913150718e-10
2026-08-01 08:15:00,G01,G,-23666383.353792,-4143578.507715016,10852606.778273324,7.89310810571983e-06,-23666383.2718264,-4143579.253829447,10852605.221018706,7.892885401112533e-06,-0.0819656005859125,0.7461144304331773,1.5572546173127648,1.7287125400487957,2.2270460729686447e-10
2026-08-01 08:30:00,G01,G,-22305128.78248928,-4628156.157760897,13227227.399509989,7.900913478989186e-06,-22305128.90516914,-4628156.725518197,13227225.96195556,7.901258862548124e-06,0.1226798616430041,0.5677573001414247,1.437554430085391,1.5504713605142018,-3.453835589373842e-10
2026-08-01 08:45:00,G01,G,-20718392.052243438,-5244582.857166276,15368508.790787917,7.908876643460177e-06,-20718392.299534258,-5244583.322535713,15368507.575728904,7.909632323983716e-06,0.2472908247041275,0.4653694367838527,1.2150590148898974,1.3244205806089604,-7.556805235389228e-10
2026-08-01 09:00:00,G01,G,-18945184.971366785,-6011524.221959671,17238169.611921865,7.917278899552513e-06,-18945185.359740067,-6011524.534819429,17238168.657995746,7.918005785419308e-06,0.3883732817572243,0.3128597577852918,0.953926119495726,1.076424672459955,-7.268858667957639e-10
2026-08-01 09:15:00,G01,G,-17029242.481995467,-6940195.272871824,18802724.440427225,7.925396111621583e-06,-17029242.951365262,-6940195.53836023,18802723.79377131,7.9263792468549e-06,0.4693697957007392,0.2654884061176092,0.6466559133080871,0.8419952310526103,-9.831352333173355e-10
2026-08-01 09:30:00,G01,G,-15017394.079235148,-8033705.27487147,20034150.076983534,7.933800472519065e-06,-15017394.68041644,-8033705.400970591,20034149.671312053,7.934752708290493e-06,0.6011812913872865,0.1260991209037807,0.4056714817462821,0.7361312957000373,-9.522357714289061e-10
2026-08-01 09:45:00,G01,G,-12957814.2453409,-9286739.492747849,20910442.780045487,7.942491580665447e-06,-12957814.9674806,-9286739.466433698,20910442.682058785,7.943126169726085e-06,0.7221397012070748,-0.0263141511938567,0.0979867014222272,0.7292321826881375,-6.345890606375987e-10
2026-08-01 10:00:00,G01,G,-10898224.041809576,-10685596.343386406,21416053.06530048,7.951398561159864e-06,-10898224.90886734,-10685596.185615852,21416053.258568555,7.951499631161677e-06,0.867057763722686,-0.1577705533636538,-0.1932680777720135,0.9022379193018588,-1.010700018130018e-10
2026-08-01 10:15:00,G01,G,-8884120.942741029,-12208578.984628515,21542185.203820337,7.959502947573382e-06,-8884121.944968972,-12208578.702224111,21542185.66916173,7.959873092597268e-06,1.0022279429777916,-0.2824044045084296,-0.4653413926363274,1.1405067773020785,-3.701450238862955e-10
2026-08-01 10:30:00,G01,G,-6957111.04413884,-13826725.844171977,21286955.17560568,7.968351819092738e-06,-6957112.193737985,-13826725.413754078,21286955.90705188,7.96824655403286e-06,1.14959914420986,-0.4304178997253173,-0.7314461984687077,1.428933624079971,1.0526505987710547e-10
2026-08-01 10:45:00,G01,G,-5153414.320318253,-15504848.984704845,20655403.677371427,7.977562572120587e-06,-5153415.505183525,-15504848.385232467,20655404.507175595,7.976620015468452e-06,1.1848652722026132,-0.5994723749893203,-0.8298041685416753,1.565837730984999,9.425566521352636e-10
2026-08-01 11:00:00,G01,G,-3502603.773528073,-17202835.464478858,19659364.582855,7.986792706684685e-06,-3502605.1212719167,-17202834.721874744,19659365.405299302,7.984993476904044e-06,1.347743843516564,-0.7426041152232391,-0.8224443025690018,1.7447890905526382,1.799229780640626e-09
2026-08-01 11:15:00,G01,G,-2026631.4500198725,-18877155.354782928,18317195.38478911,7.99548902967611e-06,-2026632.7552027488,-18877154.53424233,18317196.126957465,7.993366938339635e-06,1.305182876341704,-0.8205405971283954,-0.7421683563716889,1.7110239862231278,2.1220913364732764e-09
2026-08-01 11:30:00,G01,G,-739175.299638422,-20482511.5080947,16653377.904495854,8.003207007953677e-06,-739176.5715144575,-20482510.534847245,16653378.471420458,8.001740399775227e-06,1.2718760355408028,-0.9732474547712836,-0.5669246029465164,1.6989063433361582,1.466608178450723e-09
2026-08-01 11:45:00,G01,G,354666.635113398,-21973560.00546884,14698001.960183963,8.011894221873105e-06,354665.28961275145,-21973558.981913023,14698002.26940387,8.01011386121082e-06,1.3455006464985049,-1.0235558149075543,-0.3092199037234107,1.7186202154105128,1.780360662284672e-09
2026-08-01 12:00:00,G01,G,1258329.94971717,-23306630.88628932,12486147.564900236,8.02068396961015e-06,1258328.5224322742,-23306629.820138074,12486147.60183931,8.018487322646412e-06,1.4272848955663349,-1.0661512477072967,-0.0369390729895063,1.7819049220463343,2.1966469637378732e-09
2026-08-01 12:15:00,G01,G,1983393.4836922216,-24441376.54084574,10057183.187657006,8.0291499689095e-06,1983392.055621828,-24441375.43276805,10057182.966253988,8.026860784082004e-06,1.428070393782882,-1.1080776889737458,0.2214030188812846,1.8210547798378665,2.289184827496426e-09
2026-08-01 12:30:00,G01,G,2548867.190290021,-25342283.338803068,7453998.778128487,8.03732993224411e-06,2548865.750272508,-25342282.18521013,7453998.205052848,8.035234245517596e-06,1.4400175131596624,-1.1535929311319348,0.5730756390260892,1.9320566184791963,2.0956867265141715e-09
2026-08-01 12:45:00,G01,G,2980193.2731688945,-25979987.65577263,4722192.524158888,8.045553652948054e-06,2980191.952237393,-25979986.503741685,4722191.549900202,8.043607706953188e-06,1.3209315011616611,-1.152030945794866,0.974258685619056,2.005296815270593,1.945945994865725e-09
2026-08-01 13:00:00,G01,G,3308008.4314529723,-26332348.17295688,1909231.0887846677,8.053846236883343e-06,3308007.158587269,-26332347.05341804,1909229.918108997,8.05198116838878e-06,1.2728657038698965,-1.1195388426394417,1.1706756705585954,2.0601057851247555,1.8650684945640263e-09
2026-08-01 13:15:00,G01,G,3566719.440199944,-26385237.087940536,-936397.8616202952,8.063191545067455e-06,3566718.240989524,-26385236.028444637,-936399.3067783152,8.060354629824371e-06,1.1992104196718991,-1.059495901781751,1.4451580200555316,2.156181555313189,2.836915243083586e-09
2026-08-01 13:30:00,G01,G,3792954.2581199287,-26133025.91685319,-3766026.671057733,8.07185855088939e-06,3792953.132019809,-26133024.98032266,-3766028.25731342,8.068728091259963e-06,1.1261001200862275,-0.9365305316351662,1.586255686128372,2.159027100088754,3.130459629427548e-09
2026-08-01 13:45:00,G01,G,4023949.561936383,-25578754.181629192,-6531623.734193644,8.079528971447277e-06,4023948.5952822906,-25578753.331221707,-6531625.490892252,8.077101552695554e-06,0.9666540920990264,-0.8504074848659945,1.7566986083381564,2.1779814105324946,2.427418751722631e-09
2026-08-01 14:00:00,G01,G,4295938.722350254,-24733981.014214344,-9186575.29992147,8.088341277545592e-06,4295937.79077764,-24733980.15651572,-9186577.185623242,8.085475014131148e-06,0.9315726137709176,-0.8576986270788326,1.8857017720701803,2.271419301408155,2.866263414444027e-09
2026-08-01 14:15:00,G01,G,4642598.893870663,-23618332.18149164,-11686420.404215058,8.09649808525759e-06,4642598.060129084,-23618331.46674943,-11686422.299169438,8.09384847556674e-06,0.8337415792977574,-0.7147422051734089,1.8949543804577496,2.1901674696063957,2.649609690850608e-09
2026-08-01 14:30:00,G01,G,5093615.757836557,-22258766.233130552,-13989531.850105047,8.104895722176532e-06,5093615.025209869,-22258765.684165925,-13989533.642248446,8.102221937002331e-06,0.7326266877045413,-0.5489646272630978,1.7921433983197623,2.0124318586387333,2.6737851742005707e-09
2026-08-01 14:45:00,G01,G,5673413.610951379,-20688589.408176284,-16057737.333377533,8.11376909525525e-06,5673413.098569977,-20688589.0226664,-16057738.914061576,8.110595398437923e-06,0.5123814017942807,-0.3855098862643538,1.5806840437867546,1.7057885623940248,3.173696817326855e-09
2026-08-01 15:00:00,G01,G,6400095.585389415,-18946260.155955207,-17856876.241340414,8.121850085863556e-06,6400095.23456912,-18946259.89028687,-17856877.547194123,8.118968859873515e-06,0.3508202948843317,-0.2656683354104469,1.3058537107891433,1.3780088743271075,2.881225990041586e-09
2026-08-01 15:15:00,G01,G,7284626.777914823,-17074027.384967003,-19357289.605012152,8.130413412685321e-06,7284626.5738486815,-17074027.18939781,-19357290.63239948,8.127342321309107e-06,0.2040661418785562,-0.1955691957127968,1.0273873272824692,1.0655585487590835,3.071091376214738e-09
2026-08-01 15:30:00,G01,G,8330287.822916991,-15116451.541131198,-20534241.40862275,8.138355961246323e-06,8330287.872991028,-15116451.519739049,-20534242.19458013,8.135715782744698e-06,-0.0500740371763992,-0.0213921515607723,0.7859573857327773,0.7878413834874658,2.6401785016251103e-09
2026-08-01 15:45:00,G01,G,9532415.36150459,-13118860.77530615,-21368270.18214549,8.146995382069012e-06,9532415.530164553,-13118860.871667417,-21368270.66484585,8.14408924418029e-06,-0.1686599618687141,0.0963612652245591,0.4827003564031979,0.5203184700210135,2.9061378887213702e-09
2026-08-01 16:00:00,G01,G,10878435.512371289,-11125793.356911223,-21845469.50393168,8.155000032012085e-06,10878435.82043562,-11125793.532753102,-21845469.57247377,8.152462705615882e-06,-0.3080643343753128,0.1758418790272682,0.0685420887685265,0.3612783116472639,2.537326396202507e-09
2026-08-01 16:15:00,G01,G,12348191.325939937,-9179480.418471163,-21957696.5372555,8.16292130597087e-06,12348191.793282816,-9179480.7188806,-21957696.33199381,8.160836167051475e-06,-0.4673428807549152,0.3004094364720799,-0.2052616896693835,0.5922732131032991,2.0851389193958114e-09
2026-08-01 16:30:00,G01,G,13914551.678964846,-7318419.507735364,-21702708.093546744,8.171169706817731e-06,13914552.275242466,-7318419.959132452,-21702707.619922392,8.169209628487067e-06,-0.5962776210988818,0.4513970886191936,-0.4736243532667324,0.8852267286094316,1.9600783306637962e-09
2026-08-01 16:45:00,G01,G,15544283.015015136,-5576086.962795578,-21084220.06429492,8.17921919953426e-06,15544283.662359022,-5576087.558726022,-21084219.33889216,8.177583089922659e-06,-0.6473438873525156,0.5959304437739812,-0.7254027627746741,1.1403492318366557,1.6361096116021384e-09
2026-08-01 17:00:00,G01,G,17199155.95384421,-3979833.784420981,-20111889.48458612,8.187572356219258e-06,17199156.786530185,-3979834.551279536,-20111888.68154027,8.18595655135825e-06,-0.8326859769744936,0.7668585545996384,-0.8030458466058976,1.3879195260401795,1.6158048610083283e-09
2026-08-01 17:15:00,G01,G,18837252.343796648,-2550004.5465930696,-18801216.293154847,8.195974985745434e-06,18837253.230135344,-2550005.423012696,-18801215.46153847,8.194330012793842e-06,-0.8863386962266095,0.8764196264596068,-0.8316163751588392,1.498430325875918,1.6449729515910346e-09
2026-08-01 17:30:00,G01,G,20414427.21838008,-1299311.4494019176,-17173360.53489595,8.203919504506913e-06,20414428.219758198,-1299312.533559,-17173359.795054417,8.202703474229434e-06,-1.0013781145849086,1.0841570824783178,-0.7398415337065893,1.6509149593043375,1.2160302774791944e-09
2026-08-01 17:45:00,G01,G,21885879.7990958,-232490.40113268257,-15254874.100850131,8.212170050194333e-06,21885880.876878116,-232491.57413200664,-15254873.49500436,8.211076935665026e-06,-1.0777823100163682,1.1729993240427825,-0.6058457690003526,1.704286131435878,1.0931145293072611e-09
2026-08-01 18:00:00,G01,G,23207776.33929137,653746.6023552081,-13077343.692216424,8.220076854200273e-06,23207777.412456136,653745.3606666857,-13077343.25814307,8.219450397100618e-06,-1.0731647598384972,1.2416885223897982,-0.4340733542556213,1.6976138151147646,6.264570996557141e-10
2026-08-01 18:15:00,G01,G,24338867.96780265,1370453.6094654177,-10676945.057349447,8.228410099902626e-06,24338869.12873076,1370452.343845143,-10676944.92297744,8.22782385853621e-06,-1.1609281036909609,1.2656202745537968,-0.134372007002689,1.7226736712352253,5.862413664166097e-10
2026-08-01 18:30:00,G01,G,25242043.959710453,1935893.1237625352,-8093909.66151686,8.236830845293224e-06,25242045.1520766,1935891.788407908,-8093909.757730052,8.236197319971801e-06,-1.1923661441269042,1.3353546273027035,0.0962131920326242,1.7928095215721915,6.335253214231362e-10
2026-08-01 18:45:00,G01,G,25885758.77469565,2374692.759614126,-5371905.486153028,8.244142472017104e-06,25885759.963305347,2374691.453805104,-5371905.864434316,8.244570781407394e-06,-1.1886096982563068,1.3058090218086642,0.3782812880872144,1.805831373396412,-4.2830939029096927e-10
2026-08-01 19:00:00,G01,G,26245277.1459405,2716744.2700945865,-2557339.6109816656,8.252308277533333e-06,26245278.25992889,2716742.9678565077,-2557340.2801262764,8.252944242842986e-06,-1.1139883833674744,1.302238079477667,0.6691446109680854,1.8397142833350488,-6.359653096530563e-10
2026-08-01 19:15:00,G01,G,26303683.58979122,2995880.954508933,301410.8186772729,8.260897534527784e-06,26303684.631848823,2995879.682671414,301409.89462506794,8.261317704278578e-06,-1.0420576026769115,1.271837519103569,0.9240522049140768,1.886087802755439,-4.201697507928885e-10
2026-08-01 19:30:00,G01,G,26052612.01238948,3248383.1683247387,3154827.322047672,8.26902636789056e-06,26052612.98760706,3248381.95653144,3154826.1488697687,8.26969116571417e-06,-0.9752175802613514,1.2117932986390791,1.17317790304407,1.94829123071174,-6.647978236088721e-10
2026-08-01 19:45:00,G01,G,25492659.633782636,3511367.846024924,5953124.270245961,8.277956688913786e-06,25492660.514173567,3511366.780020708,5953122.995980468,8.278064627149761e-06,-0.8803909358016804,1.0660042156959186,1.2742654928632156,1.8802142787526008,-1.0793823597572824e-10
2026-08-01 20:00:00,G01,G,24633462.198654853,3821126.451584245,8647152.981204309,8.28545724329793e-06,24633462.908375792,3821125.471602704,8647151.604362397,8.286438088585353e-06,-0.7097209378902015,0.9799815411709478,1.3768419121780668,1.8329651611107312,-9.808452874234491e-10
2026-08-01 20:15:00,G01,G,23493420.724170063,4211478.307286089,11189315.219736705,8.294041383520465e-06,23493421.23936829,4211477.441448445,11189313.846298313,8.294811550020945e-06,-0.5151982214583047,0.8658376437311148,1.3734383903343443,1.703360515199247,-7.701665004794709e-10
2026-08-01 20:30:00,G01,G,22099085.201991357,4712210.083298202,13534467.64552798,8.30240884390482e-06,22099085.498921007,4712209.354061857,13534466.342415158,8.303185011456537e-06,-0.2969296548972299,0.729236344901344,1.3031128237726768,1.5225163047282153,-7.76167551717021e-10
2026-08-01 20:45:00,G01,G,20484214.803166877,5347667.828641291,15640794.260740058,8.310476086512351e-06,20484214.962726623,5347667.148977311,15640793.111201229,8.31155847289213e-06,-0.1595597508277997,0.6796639796215772,1.1495388306037646,1.3449319545408756,-1.0823863797788595e-09
2026-08-01 21:00:00,G01,G,18688550.1630004,6135563.800363255,17470626.08232894,8.319982992746107e-06,18688550.14007652,6135563.223303221,17470625.23554946,8.319931934327722e-06,0.0229238840216571,0.5770600338448488,0.8467794808301442,1.0249679391447446,5.105841838478719e-11
2026-08-01 21:15:00,G01,G,16756344.694182536,7086053.160601106,18991187.144609444,8.328471391214534e-06,16756344.5274789,7086052.758212379,18991186.58387336,8.328305395763314e-06,0.1667036350921371,0.4023887259714269,0.5607360866051794,0.7100223570868256,1.6599545121997748e-10
2026-08-01 21:30:00,G01,G,14734716.100254305,8201122.286758757,20175246.442245577,8.335994778155523e-06,14734715.83475796,8201122.004753978,20175246.07893465,8.336678857198905e-06,0.2654963410056604,0.282004778969671,0.3633109203586552,0.5310459747526386,-6.840790433824707e-10
2026-08-01 21:45:00,G01,G,12671885.531687813,9474318.001918936,21001659.29755093,8.344114215400069e-06,12671885.141317952,9474317.843985822,21001659.253844514,8.345052318634497e-06,0.3903698592536403,0.1579331133118056,0.0437064174996938,0.4233695149921923,-9.381032344289471e-10
2026-08-01 22:00:00,G01,G,10615378.548578387,10890832.791874684,21455784.621804245,8.352501971368894e-06,10615378.028892014,10890832.77554726,21455784.788332283,8.353425780070089e-06,0.519686373149229,0.0163274233137398,-0.1665280400978132,0.545959796439156,-9.238087011939393e-10
2026-08-01 22:15:00,G01,G,8610264.439910155,12427943.2978915,21529764.88917271,8.36122655232308e-06,8610263.77174429,12427943.460033244,21529765.2565302,8.36179924150568e-06,0.6681658637818851,-0.1621417440027151,-0.367357488372835,0.7795428730578148,-5.72689182600445e-10
2026-08-01 22:30:00,G01,G,6697507.812941919,14055784.565655388,21222664.75537574,8.369642172099384e-06,6697507.003542759,14055784.903472085,21222665.28513937,8.370172702941272e-06,0.8093991598911543,-0.3378166967617299,-0.5297636348924911,1.0246446357142642,-5.305308418883378e-10
2026-08-01 22:45:00,G01,G,4912501.994587478,15738426.627536632,20540463.86953327,8.37829442716603e-06,4912501.002594788,15738427.194924532,20540464.539466742,8.378546164376864e-06,0.991992690225596,-0.5673879003530399,-0.6699334758828788,1.3246846375785302,-2.517372108349381e-10
2026-08-01 23:00:00,G01,G,3283844.045134005,17435207.50822358,19495906.515827887,8.386907339625441e-06,3283843.142579837,17435208.207655534,19495907.23278548,8.386919625812456e-06,0.9025541682323294,-0.6994319562868371,-0.716957593912976,1.3482719605251263,-1.2286187014815339e-11
2026-08-01 23:15:00,G01,G,1832402.6511339815,19102263.723509517,18108213.30393486,8.395321254722131e-06,1832401.6397194583,19102264.560509864,18108213.997826517,8.39529308724805e-06,1.0114145235685634,-0.8370003531828994,-0.6938916513447714,1.4849291409086482,2.816747408228544e-11
2026-08-01 23:30:00,G01,G,570710.1432127382,20694194.07901156,16402665.264213322,8.404212826619217e-06,570709.145411484,20694194.964771364,16402665.782862997,8.403666548683641e-06,0.9978012542149858,-0.8857598045838552,-0.5186496752205775,1.4314940656306747,5.462779355757589e-10
2026-08-01 23:45:00,G01,G,-497295.3406419338,22165784.24015284,14410072.300771128,8.412940525321431e-06,-497296.24562803656,22165785.219274014,14410072.773280395,8.412040010119233e-06,0.9049861027457832,-0.9791211826300884,-0.4725092669114173,1.4145469747431896,9.005152021978978e-10
2026-08-02 00:00:00,G01,G,-1376176.6568969325,23473721.603512038,12166143.769651895,8.42133702653775e-06,-1376177.5516461283,23473722.71997482,12166144.056474091,8.420413471554825e-06,0.8947491957205592,-1.116462786874438,-0.2868221984085832,1.4592231670371594,9.235549829253519e-10
2026-08-02 00:15:00,G01,G,-2078562.4693389344,24578229.19309385,9710775.737000275,8.429719300165964e-06,-2078563.300112536,24578230.364248507,9710775.74439446,8.428786932990416e-06,0.8307736017675648,-1.171154650711294,-0.0073941840463047,1.4359117895031908,9.323671755482968e-10
